Key,UsedInMainMenu,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
reqIntellectLevel09,,progression,Attribute,newKey,Intellect Level 9,,,,,
reqIntellectLevel10,,progression,Attribute,newKey,Intellect Level 10,,,,,
reqPerceptionLevel01,,progression,Attribute,newKey,Perception Level 1,,,,,
reqPerceptionLevel02,,progression,Attribute,newKey,Perception Level 2,,,,,
reqPerceptionLevel03,,progression,Attribute,newKey,Perception Level 3,,,,,
reqPerceptionLevel05,,progression,Attribute,newKey,Perception Level 5,,,,,
reqPerceptionLevel07,,progression,Attribute,newKey,Perception Level 7,,,,,
reqPerceptionLevel10,,progression,Attribute,newKey,Perception Level 10,,,,,
reqStrengthLevel01,,progression,Attribute,newKey,Strength Level 1,,,,,
reqStrengthLevel02,,progression,Attribute,newKey,Strength Level 2,,,,,
reqStrengthLevel03,,progression,Attribute,newKey,Strength Level 3,,,,,
reqStrengthLevel04,,progression,Attribute,newKey,Strength Level 4,,,,,
reqStrengthLevel05,,progression,Attribute,newKey,Strength Level 5,,,,,
reqStrengthLevel07,,progression,Attribute,newKey,Strength Level 7,,,,,
reqStrengthLevel10,,progression,Attribute,newKey,Strength Level 10,,,,,
perkAdvancedEngineeringDesc,,progression,Perk,newKey,"Engineer advanced items such as workstations, electrical items and traps and craft items with them 20% faster.",,,,,
perkAdvancedEngineeringName,,progression,Perk,newKey,Advanced Engineering,,,,,
perkAdvancedEngineeringRank1Desc,,progression,Perk,newKey,Blacksmith,,,,,
perkAdvancedEngineeringRank1LongDesc,,progression,Perk,newKey,You are now a blacksmith and able to forge iron and other metal objects. Craft forges and craft items 20% faster at forges.,,,,,
perkAdvancedEngineeringRank2Desc,,progression,Perk,newKey,Tinkerer,,,,,
perkAdvancedEngineeringRank2LongDesc,,progression,Perk,newKey,"Your tinkering is proving useful in the apocalypse. Craft workbenches, table saws, and cement mixers, and craft items with them 20% faster.",,,,,
perkAdvancedEngineeringRank3Desc,,progression,Perk,newKey,Electrician,,,,,
perkAdvancedEngineeringRank3LongDesc,,progression,Perk,newKey,"You are now an electrician. Learn to craft generators, and build advanced base defense systems such as electric fences & blade traps. Gain 20% XP from electrical trap kills.\nEfficient craftsman. All forge recipes cost 10% less, crafting Forged Steel and electrical devices costs 15% less.",,,,,
perkAdvancedEngineeringRank4Desc,,progression,Perk,newKey,Inventor,,,,,
perkAdvancedEngineeringRank4LongDesc,,progression,Perk,newKey,"Learn to craft shotgun turrets for short range concentrated base defense, battery banks, and power tools such as chainsaws and augers and nail guns. Gain 35% XP from electrical trap kills.\nAll forge recipes cost 15% less, crafting Forged Steel and electrical devices costs 25% less.",,,,,
perkAdvancedEngineeringRank5Desc,,progression,Perk,newKey,Advanced Engineer,,,,,
perkAdvancedEngineeringRank5LongDesc,,progression,Perk,newKey,"Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% from Electrical Trap Kills.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.",,,,,
perkAnimalTrackerDesc,,progression,Perk,newKey,Learn to detect and track animals within 100m and never go hungry.,,,,,
perkAnimalTrackerName,,progression,Perk,newKey,Animal Tracker,,,,,
perkAnimalTrackerRank1Desc,,progression,Perk,newKey,Keen Eye,,,,,
perkAnimalTrackerRank1LongDesc,,progression,Perk,newKey,Crouch down and use your keen eyesight to find the tracks of small animals like snakes or chickens.\nTracked animals are marked on your compass and map.,,,,,
perkAnimalTrackerRank2Desc,,progression,Perk,newKey,Trail Finder,,,,,
perkAnimalTrackerRank2LongDesc,,progression,Perk,newKey,"Your heightened senses can detect nearby wildlife. When sneaking, deer may show on your compass.",,,,,
perkAnimalTrackerRank3Desc,,progression,Perk,newKey,Tracker,,,,,
perkAnimalTrackerRank3LongDesc,,progression,Perk,newKey,"Your advanced senses can detect distant wildlife. When sneaking, boars show on your compass.",,,,,
perkAnimalTrackerRank4Desc,,progression,Perk,newKey,Ranger,,,,,
perkAnimalTrackerRank4LongDesc,,progression,Perk,newKey,Your hawk like senses can detect sneaky predators like wolves or coyotes.,,,,,
perkAnimalTrackerRank5Desc,,progression,Perk,newKey,Bloodhound,,,,,
perkAnimalTrackerRank5LongDesc,,progression,Perk,newKey,Become the ultimate tracker. Your senses are unparalleled. You can detect predators like mountain lions.,,,,,
perkArcheryDesc,,progression,Perk,newKey,Master the use of bows and crossbows.,,,,,
perkArcheryName,,progression,Perk,newKey,Archery,,,,,
perkArcheryRank1Desc,,progression,Perk,newKey,Bowman,,,,,
perkArcheryRank1LongDesc,,progression,Perk,newKey,"Many start on the path of the ranger but few can reach it. Craft quality 2 poor bows, deal 10% more damage, 10% faster aim, draw and reload with bows. Unlocks wooden bow and iron crossbow crafting.",,,,,
perkArcheryRank2Desc,,progression,Perk,newKey,Archer,,,,,
perkArcheryRank2LongDesc,,progression,Perk,newKey,"You still have much to learn, grasshopper. Craft quality 3 fair bows, deal 20% more damage, 20% faster aim, draw and reload with bows.",,,,,
perkArcheryRank3Desc,,progression,Perk,newKey,Marksman,,,,,
perkArcheryRank3LongDesc,,progression,Perk,newKey,"All the rigorous training has turned you into a marksman with Bows. Craft quality 4 good bows, deal 30% more damage, 30% faster aim, draw and reload with bows.",,,,,
perkArcheryRank4Desc,,progression,Perk,newKey,Hairsplitter,,,,,
perkArcheryRank4LongDesc,,progression,Perk,newKey,"You can split a hair you are so good at archery now. Craft quality 5 great bows, deal 40% more damage, 40% faster aim, draw and reload with bows.",,,,,
perkArcheryRank5Desc,,progression,Perk,newKey,Ranger,,,,,
perkArcheryRank5LongDesc,,progression,Perk,newKey,"You have mastered archery and are now a ranger. Deal 50% more damage, 50% faster aim, draw and reload with bows.",,,,,
perkBetterBarterDesc,,progression,Perk,newKey,Specialize in convincing area traders to give you a better deal and open up their secret stashes of the really good stuff.,,,,,
perkBetterBarterName,,progression,Perk,newKey,Better Barter,,,,,
perkBetterBarterRank1Desc,,progression,Perk,newKey,Wheeler Dealer,,,,,
perkBetterBarterRank1LongDesc,,progression,Perk,newKey,You are good at wheeling and dealing and never pay full price for anything. Get a 5% better deal buying and selling mechandise with traders.,,,,,
perkBetterBarterRank2Desc,,progression,Perk,newKey,Salesman,,,,,
perkBetterBarterRank2LongDesc,,progression,Perk,newKey,You must have been a salesman before the apocalypse with the kind of good deals you find. Get a 10% better deal buying and selling with traders.,,,,,
perkBetterBarterRank3Desc,,progression,Perk,newKey,Sales Manager,,,,,
perkBetterBarterRank3LongDesc,,progression,Perk,newKey,You act like a sales manager and have authority to cut the best deals. Get a 15% better deal buying and selling with traders.. Traders' secret stash shows better loot.,,,,,
perkBetterBarterRank4Desc,,progression,Perk,newKey,Wall Street Tycoon,,,,,
perkBetterBarterRank4LongDesc,,progression,Perk,newKey,You would do well if the stock market still existed. Get a 20% better deal buying and selling with traders.. Traders' secret stash shows even better loot.,,,,,
perkBetterBarterRank5Desc,,progression,Perk,newKey,Corporate Marketing CEO,,,,,
perkBetterBarterRank5LongDesc,,progression,Perk,newKey,You are like a Corporate Manager and buy goods at the lowest prices and sell for a huge profit. Get a 30% better deal buying and selling with traders. Traders' secret stash shows the best loot.,,,,,
perkBoomstickDesc,,progression,Perk,newKey,"Specialize with shotguns and send your enemies to meet their maker. Do more damage, blow limbs off, shoot and reload faster.",,,,,
perkBoomstickName,,progression,Perk,newKey,Boomstick,,,,,
perkBoomstickRank1Desc,,progression,Perk,newKey,Shotgun Hobo,,,,,
perkBoomstickRank1LongDesc,,progression,Perk,newKey,"Maybe your aim isn't so good or you just like doing a lot of damage up close and personal. Either way a hobo with a shotgun is not to be messed with. Craft quality 2 poor Shotguns, deal 10% more damage, 10% faster fire rate, and 10% faster reload. Stun enemies for 6 seconds.\nIncreases chance to dismember by 5%.\nUnlocks double barrel shotgun crafting.",,,,,
perkBoomstickRank2Desc,,progression,Perk,newKey,Shotgun Nomad,,,,,
perkBoomstickRank2LongDesc,,progression,Perk,newKey,"Roaming the wastelands as a nomad have improved your abilities with shotguns. Craft quality 3 fair shotguns, deal 20% more damage, 20% faster fire rate, and 15% faster reload.\nIncreases chance to dismember by 10%.",,,,,
perkBoomstickRank3Desc,,progression,Perk,newKey,Shotgun Pro,,,,,
perkBoomstickRank3LongDesc,,progression,Perk,newKey,"If shotgun meets were still a thing, you'd be hitting those clay ducks and be considered a shotgun pro. Craft quality 4 good shotguns, deal 30% more damage, 30% faster fire rate, and 20% faster reload. Stun enemies for 8 seconds.",,,,,
perkBoomstickRank4Desc,,progression,Perk,newKey,Shotgun Master,,,,,
perkBoomstickRank4LongDesc,,progression,Perk,newKey,"You are now very deadly with a shotgun and considered a shotgun master and master of the shotgun. Craft quality 5 great shotguns, deal 40% more damage, 40% faster fire rate, and 25% faster reload.",,,,,
perkBoomstickRank5Desc,,progression,Perk,newKey,Boomstick,,,,,
perkBoomstickRank5LongDesc,,progression,Perk,newKey,"You've ascended to the legendary status of Shotgun Messiah, as you are the last thing they see before meeting their maker. Deal 50% more damage, 50% faster fire rate, and a 30% faster reload.\nLegs shots cripple opponents.",,,,,
perkBrawlerDesc,,progression,Perk,newKey,"Learn martial arts and use your fists to stun, knock down, disarm and ragdoll your opponent.",,,,,
perkBrawlerName,,progression,Perk,newKey,The Brawler,,,,,
perkBrawlerRank1Desc,,progression,Perk,newKey,Bully,,,,,
perkBrawlerRank1LongDesc,,progression,Perk,newKey,Tired of being bullied by the undead? Zombies can't bite if you knock their damn teeth out! Craft quality 2 poor knuckled weapons and deal 10% more damage with fists. Punches to the head negate infection ability. Unlocks iron knuckles crafting.,,,,,
perkBrawlerRank2Desc,,progression,Perk,newKey,Scrapper,,,,,
perkBrawlerRank2LongDesc,,progression,Perk,newKey,"You've been in a few fights and can hold your own. Craft quality 3 fair knuckle weapons, deal 20% more damage with fists and have a chance to stagger opponents. ",,,,,
perkBrawlerRank3Desc,,progression,Perk,newKey,Slugger,,,,,
perkBrawlerRank3LongDesc,,progression,Perk,newKey,"All the fighting and scrapping has added up and you are a real slugger now. Craft quality 4 good knuckle weapons, deal 30% more damage with fists and have a chance to knock down your opponent.",,,,,
perkBrawlerRank4Desc,,progression,Perk,newKey,Professional Boxer,,,,,
perkBrawlerRank4LongDesc,,progression,Perk,newKey,"You are now good enough to compete in professional boxing, but smashing zombies faces in will have to do. Craft quality 5 great knuckle weapons, deal 40% more damage with fists and have a chance to ragdoll your foes.",,,,,
perkBrawlerRank5Desc,,progression,Perk,newKey,Mixed Martial Artist,,,,,
perkBrawlerRank5LongDesc,,progression,Perk,newKey,You are now a complete mixed martial artist and are a registered lethal weapon. Deal 50% more damage and have a chance to explode heads with punches.,,,,,
perkChargingBullDesc,,progression,Perk,newKey,"Specialize in rushing headfirst into combat, plowing through enemies and delivering bone-shattering blows on the go.",,,,,
perkChargingBullName,,progression,Perk,newKey,Charging Bull,,,,,
perkChargingBullRank1Desc,,progression,Perk,newKey,Panic Attack,,,,,
perkChargingBullRank1LongDesc,,progression,Perk,newKey,Stun enemies when sprinting into them dealing 10 damage. Each hit costs 40 stamina.,,,,,
perkChargingBullRank2Desc,,progression,Perk,newKey,Narrow Escape,,,,,
perkChargingBullRank2LongDesc,,progression,Perk,newKey,Stagger enemies when sprinting into them deal. Each hit costs 35 stamina.,,,,,
perkChargingBullRank3Desc,,progression,Perk,newKey,Wide Shoulders,,,,,
perkChargingBullRank3LongDesc,,progression,Perk,newKey,Knockdown enemies when sprinting into them. Each hit costs 30 stamina.,,,,,
perkChargingBullRank4Desc,,progression,Perk,newKey,Offensive Lineman,,,,,
perkChargingBullRank4LongDesc,,progression,Perk,newKey,Knockdowns do 20 damage. Each hit costs 25 stamina.,,,,,
perkChargingBullRank5Desc,,progression,Perk,newKey,Charging Bull,,,,,
perkChargingBullRank5LongDesc,,progression,Perk,newKey,Knockdowns do 30 damage. Each hit costs 20 stamina.,,,,,
perkCharismaticNatureDesc,,progression,Perk,newKey,"You are an inspiration to your allies, increasing their combat prowess.",,,,,
perkCharismaticNatureName,,progression,Perk,newKey,Charismatic Nature,,,,,
perkCharismaticNatureRank1Desc,,progression,Perk,newKey,Inspirational,,,,,
perkCharismaticNatureRank1LongDesc,,progression,Perk,newKey,People get inspired when you are near them. Nearby allies get a +1 to fortitude and agility.,,,,,
perkCharismaticNatureRank2Desc,,progression,Perk,newKey,Team Leader,,,,,
perkCharismaticNatureRank2LongDesc,,progression,Perk,newKey,You are a team leader and inspire those around you. Block and Entity Damage are increased when near allies.,,,,,
perkCharismaticNatureRank3Desc,,progression,Perk,newKey,Motivational Speaker,,,,,
perkCharismaticNatureRank3LongDesc,,progression,Perk,newKey,You are a strong motivational force. Nearby allies take half damage from bleeding and stop bleeding twice as fast.,,,,,
perkCharismaticNatureRank4Desc,,progression,Perk,newKey,Squad Leader,,,,,
perkCharismaticNatureRank4LongDesc,,progression,Perk,newKey,Your leadership abilities are top shelf. Allies are so enamored with you they get +2 to fortitude and agility when near you.,,,,,
perkCharismaticNatureRank5Desc,,progression,Perk,newKey,Army Commander,,,,,
perkCharismaticNatureRank5LongDesc,,progression,Perk,newKey,You are a true commander and inspire armies of people. Allies' negative buffs are halved when near you.,,,,,
perkDaringAdventurerDesc,,progression,Perk,newKey,Be a daring adventurer!\nGet better rewards for doing quests.,,,,,
perkDaringAdventurerName,,progression,Perk,newKey,The Daring Adventurer,,,,,
perkDaringAdventurerRank1Desc,,progression,Perk,newKey,Looter,,,,,
perkDaringAdventurerRank1LongDesc,,progression,Perk,newKey,Risking your neck every day has its advantages. Get an additional choice for quest rewards.,,,,,
perkDaringAdventurerRank2Desc,,progression,Perk,newKey,Plunderer,,,,,
perkDaringAdventurerRank2LongDesc,,progression,Perk,newKey,"The traders know you can get the job done, plunderer. Get two additional choices for quest rewards.",,,,,
perkDaringAdventurerRank3Desc,,progression,Perk,newKey,Mercenary,,,,,
perkDaringAdventurerRank3LongDesc,,progression,Perk,newKey,You've made a name for yourself as a mercenary for hire. Get three additional choices for quest rewards.,,,,,
perkDaringAdventurerRank4Desc,,progression,Perk,newKey,Captain,,,,,
perkDaringAdventurerRank4LongDesc,,progression,Perk,newKey,Like the captain of a pirate ship you always get your bounty. Get extra dukes for completing quests.,,,,,
perkDaringAdventurerRank5Desc,,progression,Perk,newKey,Daring Adventurer,,,,,
perkDaringAdventurerRank5LongDesc,,progression,Perk,newKey,You are the daring adventurer and get the best rewards for your services. You can now choose two quest rewards.,,,,,
perkDeadEyeDesc,,progression,Perk,newKey,"Specialize in taking keen aim with rifles and wasting your target with an expertly-placed bullet. One shot, one kill.",,,,,
perkDeadEyeName,,progression,Perk,newKey,Dead Eye,,,,,
perkDeadEyeRank1Desc,,progression,Perk,newKey,Pot Shot,,,,,
perkDeadEyeRank1LongDesc,,progression,Perk,newKey,"Pot Shot. You can hit the broad side of a barn and do 10% more damage with rifles. Craft quality 2 poor rifles, aim and reload 10% faster. Unlocks hunting rifle crafting.",,,,,
perkDeadEyeRank2Desc,,progression,Perk,newKey,Rifleman,,,,,
perkDeadEyeRank2LongDesc,,progression,Perk,newKey,"You are a rifleman and can hit a large rock at 30 yards. Craft quality 3 fair rifles. Deal 20% more damage, aim 20% faster, reload 15% faster.",,,,,
perkDeadEyeRank3Desc,,progression,Perk,newKey,Marksman,,,,,
